"merge","cluster.index","componentindex","X136.D1a","X136.D1b","X144.A7a","X144.A7b","X149.D3a","X149.D3b","X157.A8a","X157.A8b","X168.G7a","X168.G7b","X180.G9a","X180.G9b","X194.C11a","X194.C11b","X203.E8a","X203.E8b","X209.C7a","X209.C7b","X242.B4a","X242.B4b","X247.B10a","X247.B10b","X247.F7a","X247.F7b","X250.D12a","X250.D12b","X280.D11a","X280.D11b","X283.G4a","X283.G4b","X293.D6a","X293.D6b","X316.B9a","X316.B9b","X328.H4a","X328.H4b","X329.F11a","X329.F11b","X330.C6a","X330.C6b","X331.D7a","X331.D7b","X342.F3a","X342.F3b","X343.C8a","X343.C8b","X344.D2a","X344.D2b","X378.F11a","X378.F11b","X380.F3a","X380.F3b","X381.A4a","X381.A4b","X383.D9a","X383.D9b","X385.F9a","X385.F9b","X399.D8a","X399.D8b","X426.B10a","X426.B10b","X497.G10a","X497.G10b","X517.H3a","X517.H3b","X518.A5a","X518.A5b","X518.E8a","X518.E8b","X519.A7a","X519.A7b","X606.B6a","X606.B6b","X614.B8a","X614.B8b","X614.D5a","X614.D5b","GL101.F4a","GL101.F4b","GL102.D8a","GL102.D8b","GL104.A6a","GL104.A6b","GL105.D10a","GL105.D10b","GL21.A11a","GL21.A11b","GL21.B3a","GL21.B3b","GL21.C8a","GL21.C8b","GL21.G6a","GL21.G6b","GL22.C3a","GL22.C3b","GL22.D4a","GL22.D4b","GL23.F7a","GL23.F7b","GL23.G10a","GL23.G10b","GL26.H7a","GL26.H7b","GL27.A11a","GL27.A11b","GL36.B8a","GL36.B8b","GL36.B9a","GL36.B9b","GL36.D1a","GL36.D1b","GL36.F12a","GL36.F12b","GL36.G2a","GL36.G2b","GL36.G9a","GL36.G9b","GL37.C10a","GL37.C10b","GL37.E4a","GL37.E4b","GL37.G1a","GL37.G1b","GL38.A5a","GL38.A5b","GL38.D6a","GL38.D6b","GL38.H7a","GL38.H7b","GL39.A12a","GL39.A12b","GL39.B6a","GL39.B6b","GL39.F1a","GL39.F1b","GL40.A5a","GL40.A5b","GL40.D9a","GL40.D9b","GL41.B2a","GL41.B2b","GL44.F11a","GL44.F11b","GL76.C9a","GL76.C9b","GL76.E1a","GL76.E1b","GL79.D7a","GL79.D7b","GL82.G1a","GL82.G1b","GL82.H5a","GL82.H5b","GL84.D3a","GL84.D3b","GL85.D2a","GL85.D2b"
"X636.3_7",15167,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001337858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X636.3_8.4",6743,378,0.001825109,0,0,0,0,0,0,0,0.000832005,0,0,0,0,0,0,0,0,0.000699726,0.001438025,0,0,0,0,0,0,0,0.001781324,0,0,0,0,0,0,0,0,0,0,0,0,0.00029323,0,0,0.00075502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001405821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000786522,0.000367825,0,0,0,0,0.000531989,0.00130144,0,0.001043718,0,0,0,0,0,0,0,0,0,0,0,0,0.000426561,0,0,0,0.001049174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X636.4_5.8",11660,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001262967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000256705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000375681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000982434,0,0.001963901,0,0.012759281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029359,0,0,0,0,0,0,0,0,0,0,0.00570032,0,0,0,0.00384456,0.004923737,0,0,0.012329877,0,0,0,0.001888442,0,0,0,0,0,0,0,0,0.001411318,0,0,0,0,0.001958837,0,0,0,0,0,0,0,0,0
"X636.8_0.9",24975,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X636.8_2.5",13531,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000618638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000828926,0,0,0,0,0,0,0,0,0,0,0,0,0.001858755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000330143,0,0,0.000669271,0,0,0,0,0,0,0,0,0,0,0.000505384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000511804,0,0,0,0,0,0,0,0,0,0,0
"X636.8_2.7",968,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001446564,0.001286857,0,0,0,0,0,0,0,0,0.000586147,0,0,0,0.000190936,0,0,0,0,0,0,0,0,0,0.000940295,0,0,0,0,0,0.004686137,0.002531161,0,0,0,0,0.00133733,0.002694804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001123494,0.001044317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000379354,0.000575411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000423238,0,0,0,0,0,0,0,0,0,0,0
"X636.9_3.4",2971,-1,0,0,0,0,0,0,0,0,0,0.000193313,0,0,0,0,0,0,0,0,0,0,0.0013067,0.001456845,0,0,0,0,0,0,0.000978082,0,0,0,0,0,0,0,0,0,0,0.000510493,0,0.001510778,0,0.00285926,0,0,0.000462322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000367876,0,0,0,0,0,0,0,0,0,0,0,0,0.000568761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000875837,0,0,0,0,0,0,0.000279355,0,0.00056194,0,0,0,0,0,0,0,0,0
"X637.1_6.5",11975,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000518174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217458,0,0,0,0,0,0,0,0,0,0,0.001464088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001757535,0.002731275,0,0.000346397,0,0,0,0.002709718,0,0,0,0,0,0,0,0.002718963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000546247,0,0,0,0,0,0,0,0,0,0,0,0,0
"X637.1_6.7",21100,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.001003496,0.0002899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000347322,0.001828627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X637.2_5",4832,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000749217,0.001448728,0,0,0,0,0,0,0,0,0,0,0.001823008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001513034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00054561,0,0,0,0,0,0.000278278,0,0.001293459,0,0,0,0,0,0.000789018,0.000576082,0,0,0,0,0,0,0,0,0,0,0,0,0.000835469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001635835,0,0,0,0,0,0,0,0.00037267,0,0,0,0,0,0,0,0.000669363,0,0,0,0,0,0,0,0,0,0.00062749,0.000748053,0,0,0,0,0,0,0.001020198,0,0,0,0,0,0,0,0,0,0,0
"X637.3_4.1",29864,-1,0.002201692,0.00261525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001815367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002937283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003224225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X637.8_2.6",14108,869,0,0,0,0,0.003539973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000150578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002404056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X638.2_3.4",12052,-1,0,0,0,0,0,0,0,0,0,0.000154911,0,0,0,0,0,0.003518707,0.000573547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000349801,0,0.000463834,0,0,0,0,0,0,0,0,0.000305998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000798415,0,0,0,0,0,0,0,0,0,0,0,0.000785226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000620195,0,0,0,0,0,0,0,0,0,0,0,0.00024991,0,0,0,0.000504634,0,0,0,0,0.00018507,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X638.8_1.9",5520,2390,0,0,0,0,0,0,0,0,0,0,0,0.002418485,0,0,0,0,0,0,0.001196209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00090262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000943207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001113609,0.002893425,0,0,0.001293487,0,0.00140749,0,0.000370819,0,0,0,0.001229014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002429019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032407,0,0,0,0,0,0,0,0,0,0,0,0.000554356,0,0,0,0.000438144,0,0,0,0,0.000270879,0,0,0.001913083,0,0.000762531,0,0,0,0,0,0,0,0.000860506,0
"X638.8_2.6",13577,869,0,0,0,0,0,0.005942557,0,0,0,0,0.000157764,0,0,0.000122567,0,0,0,0,0.000512567,0,0,0,0,0,0,0,0,0,0.000253102,0,0,0,0,0,0,0,0.000257521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000363102,0,0,0,0,0,0.00012545,0,0,0,0,0,0,0,0,0,0,0,0.000427734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000344587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000321287,0,0,0,0,0.000369332,0,0,0.000465723,0,0,0,0,0,0,0,0,0,0,0
"X638.8_3.2",13946,-1,0,0,0,0,0,0,0,0,0.000195163,0,0.000209999,0,0,0.000210254,0,0,0,0,0,0,0.001268016,0,0.000290648,0,0,0,0.00037333,0,0,0,0,0,0,0,0,0,0.000274838,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000472861,0,0,0,0.000398542,0,0,0,0,0,0.000134818,0,0,0,0,0,0,0,0,0,0,0,0.000556364,0,0,0,0,0,0.000951128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000227577,0,0,0,0.000443268,0,0,0,0,0.000204177,0,0,0,0,0.000184984,0,0,0,0,0,0,0,0,0
"X639_5.1",3458,1342,0,0,0,0,0,0,0,0,0,0.000340431,0.000250953,0,0,0,0,0,0.000856236,0.000768332,0,0,0,0,0,0,0,0.000852152,0.000726942,0.000855199,0.000271246,0,0,0,0,0.011453824,0,0,0,0.001180924,0,0,0,0,0,0,0,0.005045446,0,0,0.034640118,0.024687524,0,0,0,0.014850039,0.000370777,0,0,0,0,0.022205944,0,0,0,0,0,0.01780735,0,0,0.011332256,0.003673743,0,0,0.000430764,0,0.011136274,0,0,0,0,0,0,0,0,0.009970722,0,0,0,0,0,0,0,0,0,0.017167986,0,0,0,0,0.000888442,0,0.004451435,0,0,0,0,0,0.000775646,0,0,0.001138193,0.000992352,0,0,0,0.001863527,0.001377151,0,0,0,0,0,0.001513447,0,0,0,0,0,0,0,0,0,0,0,0.002743043,0,0,0.000713094,0,0,0,0.001868761,0.002001695,0,0,0,0,0.000603604,0,0.000214752,0.002323525,0,0,0,0,0,0,0,0.001505178
"X639.1_5",16198,1342,0.021230526,0,0,0,0,0,0.012059258,0.017355363,0,0,0.000215794,0,0,0,0,0,0,0,0,0,0,0,0.000442148,0,0,0,0.000373753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024708655,0.009067534,0.010505464,0,0,0,0.026289645,0.03391986,0.019008995,0.025469196,0.012347903,0.012235877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01762393,0,0,0,0,0.017333985,0,0.016040866,0,0,0,0,0,0,0,0,0.005609236,0,0,0.000665654,0,0,0,0,0,0,0.016168378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000806386,0,0,0,0,0,0,0,0,0,0,0,0.0001348,0,0,0,0,0,0,0,0,0
"X639.1_5.2",18861,1342,0,0.025663941,0,0,0,0,0,0,0,0,0,0,0.000152272,0,0,0,0,0,0,0,0,0,0.000324611,0,0,0.000563319,0.000944519,0,0,0,0,0,0.030031544,0.012586078,0,0,0,0,0,0,0,0,0,0,0.016102768,0.013760692,0,0,0.019172902,0.025724815,0,0,0,0.026149931,0,0,0,0.024000396,0,0.025943578,0,0,0,0,0.008434535,0.017908353,0,0.03158399,0.006050486,0.012218105,0.001258121,0,0,0,0.008978489,0,0,0,0,0,0,0,0,0,0,0,0,0.012012703,0.025091755,0,0.048614427,0.032770128,0,0.021388071,0,0.015382272,0,0.023884266,0,0,0.015097449,0.024078645,0.01709047,0.006260991,0.017743303,0.030471971,0,0,0,0,0,0,0,0.025437302,0.001161446,0,0,0,0,0,0,0,0,0,0.001627884,0,0,0,0.001107059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000191188,0,0,0,0.043534398,0,0.020035922,0.023064314,0,0
"X639.1_5.3",30425,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02772541,0,0,0,0.01140234,0,0.01082227,0,0.03995243,0,0.00910924,0,0,0,0,0,0,0.01376563,0,0,0,0,0,0,0.02615532,0,0,0,0.03656085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X639.1_5.9",20742,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000906179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01186344,0,0,0,0,0,0,0,0,0.012629695,0.008207764,0,0,0.018276374,0,0.017995812,0.025813202,0.02489583,0.016815632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01215506,0,0.044772064,0,0,0,0,0,0,0,0,0,0,0.008024988,0.006766437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000678179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000682265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011438311,0,0,0
"X639.1_6.4",5974,82,0,0,0,0,0,0,0.01063812,0.01628661,0,0,0.000408172,0.00110614,0,0,0.001859692,0.001699605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018016507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008850346,0,0,0,0.014460517,0.000346999,0,0,0.005928135,0,0,0,0,0,0,0.006451268,0,0.013679466,0,0,0.003510404,0,0,0,0.000321151,0.02160016,0.012396323,0,0,0,0,0.000258883,0.003564274,0.03647308,0.014438441,0,0,0,0.032331927,0.009077664,0,0.017239751,0,0.013702052,0,0,0.021172288,0,0.013860509,0,0,0,0,0,0.003163533,0.005005911,0,0,0,0,0,0,0,0,0.016636554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006377882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004164094,0.000158022,0,0,0,0.024776413,0,0,0.01283002,0,0.001506029
"X639.1_7.7",12182,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.000713849,0,0,0.000577919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000209873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000232318,0,0,0,0,0,0,0,0,0,0.000172557,0,0,0,0,0,0,0,0.001086216,0
"X639.8_4.6",21781,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043106489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000611175,0.003648321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001601642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X640.3_4.5",11659,-1,0,0,0,0,0,0.0069538,0,0,0,0,0,0,0,0.007521042,0.000719051,0,0,0.06287823,0,0,0,0,0.04506453,0,0,0,0,0.008495719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000625995,0.089433101,0.006031031,0,0,0.066911825,0,0,0,0,0,0,0,0,0,0.013971058,0,0,0,0,0,0,0,0,0,0,0.021873233,0,0,0,0,0,0,0.001818584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000375047,0,0.043254614,0,0,0.056966093,0,0,0,0,0,0.00170247,0.040731398,0.016085226,0,0,0,0,0,0,0,0,0,0.005453135,0.099986413,0,0,0,0.042419409,0.007306479,0,0,0.078046085,0,0,0,0.048465924,0,0,0.00355065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X640.3_7.3",17255,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000256328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000463695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001666031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000630416,0,0,0,0,0,0,0,0,0
"X640.8_7.2",16079,-1,0,0,0,0,0,0,0,0,0,0,0.000501038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000407674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000755661,0
"X641.1_5",18064,-1,0.002144361,0,0,0,0.001690684,0,0,0.001775038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000257579,0,0,0.000547162,0,0,0.002958725,0.002390478,0,0,0,0.001332469,0,0,0.00205854,0.000930789,0.001107038,0.002201928,0,0,0.002456754,0.003642976,0.001949211,0.002416198,0.00112649,0.002290678,0.000606182,0.000459013,0,0,0,0,0.001098083,0,0,0,0,0,0,0,0,0,0,0,0,0.001799934,0,0.00076274,0,0,0.001807891,0.002573053,0.001869884,0,0,0,0,0,0.00046939,0,0,0.000808437,0,0,0,0,0,0,0,0,0.001287525,0.001563163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X641.1_5.9",14385,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000349489,0,0,0,0,0,0,0,0,0,0,0,0,0.001139857,0,0,0,0,0,0,0,0,0.001132558,0.000742411,0,0,0.001467186,0,0.001464589,0.002510406,0.002448843,0.001456861,0,0.000419615,0,0,0,0,0,0,0,0,0,0,0,0,0.000874614,0,0,0,0,0,0,0,0,0.001045345,0,0.003997987,0,0,0,0,0,0,0,0,0,0,0.00071071,0.000741067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000478432,0,0,0,0,0.001048918,0,0,0
"X641.2_4.2",6779,-1,0,0,0,0,0.000663031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00074804,0,0,0,0,0,0.00032366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000715231,0.000343352,0,0,0,0,0,0,0.000446962,0
"X641.5_7.6",10520,-1,0,0,0.001114588,0,0,0,0,0,0,0,0,0,0,0,0.000357808,0.002266948,0,0,0,0.00046906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001880436,0,0,0,0,0,0,0,0,0.000480053,0,0,0,0,0.00106159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000250369,0,0,0,0,0.000282918,0,0,0,0,0,0,0,0.00083528,0,0,0.001206376,0,0,0,0,0,0,0,0,0,0,0,0,0.000435474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000499102,0,0,0,0.00077443,0.000632269,0,0,0,0,0,0,0,0,0,0.000689314,0,0,0,0,0.000971314,0,0.000638087,0
"X641.6_4.5",12172,-1,0,0,0,0,0,0.002222948,0,0,0,0,0,0,0,0,0,0.000641593,0,0.017560587,0,0,0,0,0,0,0,0,0,0.004681591,0,0,0,0,0,0,0,0,0,0,0.016304799,0,0,0,0.000502876,0,0,0,0,0.002758811,0,0,0.020952011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166419,0,0,0,0.001419458,0.011124003,0,0,0,0,0,0,0,0,0.000230831,0,0,0,0.000374531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002053623,0.004626375,0,0,0.044432544,0,0,0,0,0,0,0,0,0.034309063,0.111311073,0,0,0,0,0,0,0.029331045,0,0,0,0.018823214,0.060978754,0,0.00148127,0,0,0,0,0,0,0,0,0,0,0.001381425,0,0.000633834,0
