cluster.index,componentindex,merge
8412,-1,X580.4_8.1
1228,210,X580.8_2.4
23233,-1,X580.8_2.8
1783,580,X581_2.9
3912,-1,X581_3.3
12014,-1,X581_5.8
1462,1058,X581.2_4.3
4040,-1,X581.2_6
11602,-1,X581.2_7
22097,167,X581.9_7.6
3987,683,X582_3.6
8387,-1,X582.1_2.6
20929,349,X582.1_3
4729,571,X582.1_4
11678,-1,X582.2_6.9
8861,174,X582.3_8.5
1655,-1,X583_3.3
3650,1401,X583.2_4
5765,-1,X583.2_5.8
20896,-1,X583.3_3.1
20514,-1,X583.9_5.8
8338,-1,X584_2.8
2702,1184,X584.1_3.5
746,-1,X584.2_2.4
10806,-1,X584.2_4.4
4091,397,X584.2_4.6
3949,105,X584.3_3.8
5630,105,X585_3.8
17292,-1,X585.1_4.7
4730,-1,X585.1_5.9
3494,-1,X585.2_8.1
8895,-1,X585.5_7.6
794,571,X586.2_3.8
5771,311,X586.2_5
14659,-1,X586.3_2.7
12145,-1,X586.3_7.1
8388,-1,X586.9_2.6
9577,571,X586.9_3.8
9001,-1,X587_4.4
16298,-1,X587.1_5.2
21970,-1,X587.1_5.7
3784,-1,X588.1_6
17254,509,X588.4_3.5
29985,-1,X588.6_2.4
19925,-1,X588.7_1.9
15927,-1,X588.7_2.9
8174,-1,X588.8_3.9
722,873,X589.1_3.6
8243,-1,X589.1_7.6
19889,-1,X589.3_4
15950,-1,X589.3_7.3
15888,-1,X590.2_3.2
3477,873,X590.2_3.5
3736,-1,X590.2_5.7
15979,392,X590.3_2.8
7481,-1,X590.3_5
12055,-1,X590.3_5.4
9022,392,X590.8_2.9
8996,-1,X590.9_3.2
4837,672,X591_5.6
13586,-1,X591.1_2.6
13988,-1,X591.1_5.9
11470,-1,X591.2_4.9
27625,-1,X591.2_5.4
4853,-1,X591.2_6.9
14023,1136,X591.2_7.2
8050,1136,X591.2_7.6
16713,1136,X591.2_7.7
23340,765,X591.4_8.9
15020,136,X591.5_3.5
11171,-1,X592_3.4
24824,-1,X592.4_2
4793,149,X592.6_4.9
20555,-1,X592.7_1
20560,-1,X592.7_1.2
13578,-1,X592.8_2.5
16178,-1,X593_3.4
23954,456,X593_4.5
10070,456,X593.1_4.7
18606,1074,X593.3_8.7
7680,683,X594.3_3
24859,-1,X594.3_3.8
24978,-1,X594.4_2.5
15402,164,X594.5_3.5
5622,164,X594.8_2.2
13484,683,X594.8_2.7
4032,-1,X594.8_3.9
4044,-1,X594.9_3.4
16417,-1,X595.1_4.4
4982,394,X595.1_4.6
3715,397,X595.2_3.9
7861,1074,X595.4_8.5
19287,2092,X595.4_8.7
24207,1146,X595.9_3.8
6493,1550,X596_6.8
862,-1,X596.1_3.3
16788,725,X596.3_4.9
2934,-1,X596.3_6
11200,-1,X596.5_7.7
1010,-1,X596.6_2.5
7490,571,X596.7_4.4
21592,1392,X596.8_3.4
3768,1146,X597.1_3.5
5501,88,X597.2_3.9
1789,571,X597.2_4.4
2955,312,X597.2_4.9
8510,312,X597.2_5.1
3658,-1,X597.3_7.4
1177,-1,X597.4_7.9
21473,2044,X597.4_9
21024,-1,X597.4_9.5
21582,-1,X597.9_1.8
12066,556,X598.1_5.9
9924,63,X598.5_4.9
966,-1,X598.6_3.8
5544,8,X598.6_7.3
10435,1138,X598.6_7.7
824,-1,X598.9_4
8514,1174,X599_2.9
840,-1,X599_3.3
14844,822,X599.2_2.5
3410,1527,X599.2_3.5
9428,932,X599.2_4
1140,312,X599.2_4.6
3724,63,X599.3_4.9
5575,-1,X599.3_7.6
29652,-1,X599.9_2.9
5523,-1,X600_3.3
1449,-1,X600.2_2
4752,571,X600.2_4.3
3190,63,X600.2_4.8
7702,755,X600.2_5.2
7663,-1,X600.2_6.3
8209,78,X600.3_8.3
9927,-1,X600.5_8.6
3500,-1,X600.9_3.1
9460,25,X601_3
24894,-1,X601.1_2.8
10363,-1,X601.1_5
9477,-1,X601.2_3.3
3447,88,X601.2_3.5
4879,855,X601.2_5.9
8859,-1,X601.4_5.7
25512,959,X601.4_7.4
10879,105,X601.5_3.8
21821,-1,X601.5_4.5
762,-1,X601.9_3.4
12009,105,X602_3.8
6314,-1,X602.1_7.4
12010,-1,X602.2_4.2
7681,-1,X602.2_4.9
8958,-1,X602.4_3.4
30198,-1,X602.4_8.4
3887,-1,X602.5_8.7
6017,1052,X603.1_2.9
3811,-1,X603.1_3.5
21878,-1,X603.3_6.6
11501,-1,X603.4_8.3
5563,-1,X603.8_2.1
7697,-1,X604.2_5
4814,-1,X604.2_6.5
1632,-1,X604.4_4.5
1259,-1,X605_3.4
15475,-1,X605_4.8
15504,-1,X605.1_5.2
9981,-1,X605.1_5.8
19141,796,X605.2_4.4
16690,-1,X605.3_7.9
10077,236,X605.3_8.2
31052,-1,X605.8_1.8
19953,796,X605.9_4.4
6472,-1,X606.2_6.1
6618,-1,X606.2_6.3
8825,397,X606.3_3.5
16470,-1,X606.7_4.7
8954,-1,X606.9_5.4
13314,-1,X607.1_8.3
4065,-1,X607.2_3.7
759,1245,X608.2_3.7
12560,-1,X608.3_5.3
30004,-1,X608.3_8.7
20747,-1,X608.7_1.2
20769,-1,X608.7_1.5
5586,-1,X608.8_2.1
9700,-1,X608.8_3.3
6508,-1,X608.8_4.6
3356,-1,X608.8_5.4
15910,-1,X609.1_3.6
16008,228,X609.1_5.7
9771,-1,X609.2_7.8
12624,-1,X609.5_8.6
9765,-1,X609.7_4.7
1003,-1,X610_2.5
9733,-1,X610_4
20519,-1,X610.1_4.7
6443,1561,X610.2_4.9
3037,207,X610.2_8.6
1456,509,X610.5_4
18052,-1,X610.6_6.7
16626,-1,X610.7_2
23518,-1,X610.8_0.6
10845,-1,X610.8_2.4
7816,541,X610.8_4.4
9684,-1,X611_3.6
3487,1174,X611_6.6
7971,-1,X611_7.3
8175,1007,X611.1_4
10967,-1,X611.1_4.9
5607,-1,X611.1_6.7
3368,394,X611.2_3.9
16040,228,X611.3_5.6
9451,2207,X611.3_8
26368,-1,X611.3_8.7
4696,571,X612.1_3.6
3102,-1,X612.1_8.5
8712,571,X612.3_4.1
12380,94,X612.3_7.4
15986,-1,X612.8_8.8
3041,-1,X613.1_4.2
5576,1082,X613.2_2.4
2870,-1,X613.2_4
11779,-1,X613.2_5.8
8084,-1,X613.2_7.4
3073,848,X613.4_7.9
21979,1944,X613.4_8.3
10471,1138,X613.4_8.5
15768,848,X613.5_7.7
8065,-1,X613.7_2.4
23318,-1,X614.1_2.7
5106,-1,X614.2_5
7825,556,X614.3_6.6
5910,-1,X614.5_2.5
29659,-1,X614.8_2
5989,40,X615.1_2.6
3989,1527,X615.2_3.5
1273,228,X615.3_6.7
7654,556,X616.1_6.4
4003,-1,X616.2_4.9
9108,-1,X616.3_6.3
21201,-1,X616.6_0.8
20567,-1,X616.6_1.5
1372,40,X616.9_2.6
17275,40,X617.1_2.9
19301,-1,X617.3_6.7
20621,-1,X617.4_1.3
4026,-1,X617.8_2
8840,-1,X617.8_2.2
773,142,X618.2_5.3
9549,4,X618.2_5.8
3881,-1,X618.2_7
12056,266,X618.2_7.5
4483,-1,X618.4_8
4781,-1,X618.6_6.7
4355,-1,X618.7_2.3
4336,-1,X618.8_2.5
4503,-1,X618.8_2.6
17293,378,X619_2.9
17310,528,X619_4.6
21503,-1,X619_5.4
9049,-1,X619.1_4.2
7018,-1,X619.2_6.3
6826,-1,X619.3_5.1
1451,924,X619.4_7.6
4052,-1,X620.1_3.7
19876,-1,X620.2_3.5
4053,-1,X620.2_7
9330,-1,X620.2_7.5
25493,-1,X620.4_6.6
5101,1916,X620.5_8.1
1634,-1,X620.7_2.8
5865,143,X620.8_2.6
11974,-1,X620.9_3.2
13788,-1,X620.9_5.6
17268,1046,X621_3
6735,111,X621.1_5
7003,1856,X621.1_6
15454,-1,X621.1_7.1
9941,-1,X621.2_6.7
6337,-1,X621.2_7.6
6647,-1,X621.6_3.2
7676,683,X622_2.9
1653,760,X622_4.5
6641,-1,X622_5.4
4758,760,X622.4_4.3
13765,1561,X622.5_5.2
19096,297,X622.6_4.5
8848,-1,X622.8_2.6
3493,250,X622.9_2
3127,-1,X622.9_5.6
6802,297,X623.2_4.6
3359,88,X623.2_5
13714,-1,X623.7_5.3
20720,1934,X623.9_5.6
6619,683,X624_3.4
19360,-1,X624_4.7
5857,-1,X624.2_8
858,1245,X624.3_3.5
11898,-1,X624.3_6.9
6762,-1,X624.3_8.4
6717,-1,X624.5_4.4
22527,-1,X624.6_1.4
22349,-1,X624.6_1.6
22635,-1,X624.7_1.3
5562,-1,X624.8_1.9
13220,-1,X624.8_2.2
20611,-1,X624.9_0.9
9181,-1,X624.9_2.6
20590,-1,X625_1.4
20550,-1,X625_1.6
16013,-1,X625_4.6
14525,1110,X625.1_3
4777,-1,X625.1_3.2
6476,-1,X625.2_5
13717,-1,X625.2_6.3
20589,-1,X625.3_1.2
23860,-1,X625.3_1.7
22583,-1,X625.4_0.9
12400,-1,X625.4_4.7
27784,-1,X625.8_4.9
22377,-1,X625.9_3.3
6611,-1,X626.2_4.1
16737,1269,X626.2_7.1
10548,-1,X626.2_7.6
11419,-1,X626.2_7.8
16857,-1,X626.3_6.1
23995,916,X626.5_3.9
4519,-1,X626.9_3
15762,-1,X627_3.5
4217,899,X627_6.1
5873,208,X627.1_4.3
31168,916,X627.3_4.2
21382,-1,X627.4_7.4
20532,-1,X627.6_4
11387,-1,X627.6_5.7
20650,-1,X627.7_4.4
9346,-1,X627.9_6.1
10573,-1,X628.1_4.3
21218,-1,X628.4_2.7
8867,-1,X629_5.4
3373,-1,X629.2_6.3
5810,1110,X629.3_7
6543,-1,X630.1_5
12049,-1,X630.5_6.8
7882,-1,X631.1_5.5
1795,-1,X631.2_5
1744,1940,X631.4_7.4
2881,848,X631.4_7.6
17790,-1,X631.5_7.9
21198,-1,X631.7_0.8
9123,688,X632_3.2
2808,1393,X632.1_5.1
3679,-1,X632.2_6
7701,-1,X632.2_6.7
3397,688,X632.3_3.3
11303,465,X632.5_7.7
17116,-1,X633_3.4
7897,-1,X633.1_6
5688,547,X633.1_6.4
1219,-1,X633.2_5.3
19113,-1,X633.2_5.7
3693,-1,X633.3_5
11729,1063,X633.4_8.4
23533,343,X634.1_4.4
7657,556,X634.2_6.4
21158,-1,X634.3_4.1
11747,1068,X634.3_4.3
9849,1068,X634.5_4.7
30299,1554,X635_6.3
8471,1401,X635.1_5.4
29776,1554,X635.1_6.2
23048,556,X635.1_6.5
3437,1401,X635.2_5
8074,-1,X635.2_5.2
4822,-1,X635.3_7.7
15167,-1,X636.3_7
6743,378,X636.3_8.4
11660,25,X636.4_5.8
24975,131,X636.8_0.9
13531,683,X636.8_2.5
968,683,X636.8_2.7
2971,-1,X636.9_3.4
11975,-1,X637.1_6.5
21100,-1,X637.1_6.7
4832,774,X637.2_5
29864,-1,X637.3_4.1
14108,869,X637.8_2.6
12052,-1,X638.2_3.4
5520,2390,X638.8_1.9
13577,869,X638.8_2.6
13946,-1,X638.8_3.2
3458,1342,X639_5.1
16198,1342,X639.1_5
18861,1342,X639.1_5.2
30425,82,X639.1_5.3
20742,82,X639.1_5.9
5974,82,X639.1_6.4
12182,-1,X639.1_7.7
21781,-1,X639.8_4.6
11659,-1,X640.3_4.5
17255,-1,X640.3_7.3
16079,-1,X640.8_7.2
18064,-1,X641.1_5
14385,82,X641.1_5.9
6779,-1,X641.2_4.2
10520,-1,X641.5_7.6
12172,-1,X641.6_4.5
6691,-1,X642_4.6
7262,-1,X642_5
11910,-1,X642.1_4.3
5942,-1,X642.2_6.4
10676,-1,X642.3_7.8
11018,-1,X642.3_8.1
10617,-1,X643_3.4
6311,-1,X643.1_2.8
15040,-1,X643.1_3.2
7237,-1,X643.3_4.8
6086,592,X643.3_7.4
6782,-1,X644_6.1
10488,-1,X644.3_4.1
4745,-1,X644.4_7.5
18854,963,X644.7_4.8
19102,-1,X644.7_6.1
1674,833,X644.8_4.3
26426,-1,X645.1_6.9
5615,-1,X645.2_5.8
5795,-1,X645.2_6.4
18532,547,X645.3_6.8
7040,417,X646_6
24247,207,X646.4_8.7
916,1907,X646.5_6.6
7674,-1,X646.7_7.2
24786,-1,X646.9_2.7
16615,-1,X647.1_2.3
1379,2136,X647.1_4
1112,-1,X647.2_6.3
2743,-1,X647.2_6.6
5207,-1,X647.3_5.6
5654,1907,X647.3_6.9
5352,238,X647.4_8
5143,-1,X648_4.1
7820,1665,X648.2_4.9
27829,-1,X648.3_8.7
25342,1665,X648.4_4.9
12080,556,X648.4_7
6711,-1,X648.5_5.4
1703,938,X649_4.5
1638,-1,X649.1_4.3
6764,-1,X649.2_4.7
9439,-1,X649.2_6.1
3405,88,X649.3_4.9
1651,312,X649.3_5.9
11519,938,X649.5_4.2
5514,-1,X649.7_1.9
10972,105,X650_3.6
16053,-1,X650.3_4.7
7762,-1,X650.3_5.8
7682,465,X650.4_6.4
10966,-1,X650.8_2.9
15026,131,X651_1.9
29920,-1,X651.1_2.9
1684,1527,X651.2_4.6
11413,-1,X651.2_4.8
5692,-1,X651.3_5.8
24424,1687,X651.3_8.7
9491,-1,X651.4_7
7736,-1,X652.2_7.1
7803,-1,X652.2_9
7818,-1,X652.9_4.6
7735,-1,X653.2_4.1
12207,230,X653.3_6.4
1170,-1,X653.4_3.4
4961,283,X653.8_3.9
10493,283,X653.9_4.2
9779,-1,X654_8
7715,-1,X654.4_5.9
5561,2390,X654.8_1.7
3594,-1,X654.8_1.9
4038,-1,X654.8_3.2
13500,-1,X654.9_6.2
7768,1007,X655_4
7570,-1,X655.2_5
13210,-1,X655.3_6.1
6651,476,X655.7_5.1
19901,82,X655.9_4.8
18261,476,X655.9_5.2
16656,-1,X656.1_6.5
3530,671,X656.2_4
7707,1002,X656.3_7.7
14946,-1,X657_4.2
29897,82,X657_5.5
11405,-1,X657.1_4.8
11438,-1,X657.2_5.1
7799,-1,X657.3_7.2
19225,-1,X657.3_7.6
15466,105,X657.8_3.8
8754,105,X658_3.9
13171,2057,X658.1_4.1
7693,1002,X658.2_6.7
10006,-1,X658.3_7.3
11304,465,X658.5_8.1
2796,-1,X658.9_3.4
1602,2057,X659.1_4.1
6820,-1,X659.2_7.5
14973,-1,X659.3_4
11667,-1,X659.3_6.2
9255,547,X659.3_7.1
8393,-1,X659.4_8.1
1604,-1,X659.9_3.7
9099,-1,X660_3.8
1406,-1,X660_4.1
5703,417,X660.2_5.8
13663,-1,X660.3_5.4
7705,-1,X660.3_6.2
18312,-1,X661_3.9
17963,-1,X661_4.3
6649,1360,X661_5.5
2970,-1,X661.1_4.1
21092,547,X661.2_7.1
18305,-1,X661.3_4.6
18314,355,X661.4_5.8
18328,390,X661.4_7.8
16817,659,X661.4_8.4
9728,1573,X661.7_4.8
8213,1573,X662.1_5.2
4816,-1,X662.2_5.5
832,-1,X662.4_4.5
18662,930,X662.4_7.2
28312,1573,X662.6_5.1
13830,474,X662.8_6.4
10964,-1,X663.2_4.6
16062,930,X663.2_7.3
3339,394,X663.3_4.9
30134,930,X663.3_7.2
3367,-1,X663.4_3.3
5045,-1,X664.2_5.4
12137,-1,X664.4_7.2
5313,541,X665.1_3.5
2929,-1,X665.2_4.1
3361,-1,X665.3_4.9
9626,541,X665.4_3.4
13201,1835,X665.5_7.4
13191,78,X665.7_8.2
9506,-1,X665.9_3.6
18801,-1,X666.1_3.8
9496,-1,X666.1_4.3
7034,1393,X666.1_5.7
4229,-1,X666.2_6.4
16321,-1,X666.2_8.8
16607,330,X666.3_7.6
3860,1835,X666.4_7.4
5711,1203,X667.2_5.2
848,-1,X667.4_6.5
18033,-1,X667.4_7.3
8321,-1,X667.5_6.9
18339,-1,X667.5_7.6
8583,-1,X667.5_7.9
11870,509,X668_4
11746,-1,X668_5.4
11096,1776,X668.3_7.7
7544,-1,X668.5_5.2
6306,-1,X668.7_2.3
11502,-1,X669.2_7.2
18811,-1,X669.3_4.3
905,543,X669.3_6.7
1254,1174,X669.4_6.3
10974,-1,X669.5_4.7
4724,-1,X669.9_4
18417,-1,X670.1_7.7
11152,109,X670.3_4.1
7822,-1,X670.3_8.4
25454,-1,X670.8_7.5
21534,190,X670.9_4.9
3202,1554,X671.1_4
21478,82,X671.1_4.2
24540,82,X671.1_4.5
5951,-1,X671.2_4.3
1725,190,X671.2_4.7
1502,-1,X671.3_4.9
22171,-1,X671.8_4.7
4034,-1,X672.5_4.1
4075,1020,X672.7_3.4
21555,-1,X672.9_4
12210,899,X673.1_6
15458,1851,X673.2_3.4
17493,-1,X673.2_8.6
8862,-1,X673.3_3.9
12293,-1,X673.3_7.7
13190,-1,X674_4
3872,-1,X675.1_3.8
4484,547,X675.1_5.2
4533,-1,X675.1_6.3
17136,2136,X675.2_4.7
4562,-1,X675.2_5.9
4263,1856,X675.3_5
5678,-1,X675.4_7.7
8959,213,X675.8_3.8
5652,-1,X676.2_3.9
16248,774,X677.1_4.8
15481,-1,X677.2_4
16177,-1,X677.2_5.2
15726,930,X677.3_7.5
15638,-1,X677.4_6.9
4726,-1,X677.5_5.6
3143,-1,X677.5_8.5
1705,-1,X678.2_5.9
1087,-1,X678.3_5.4
15517,-1,X679.2_5.2
1280,178,X679.3_4.2
12101,3,X679.3_7.8
4019,25,X679.5_4.6
16617,-1,X679.7_6.4
12149,289,X680.1_5.4
17343,-1,X680.1_6.9
4422,-1,X681.1_3.1
20957,-1,X681.2_9.5
4500,-1,X681.5_3.3
7776,3,X681.5_7.5
7809,-1,X681.5_7.7
5726,-1,X681.8_3.8
6729,-1,X682.1_3.4
5522,286,X682.2_8.1
3798,-1,X682.3_6.4
4893,-1,X683.3_7.6
24066,539,X683.8_2.9
7157,-1,X683.8_8.2
3284,-1,X685.2_3.9
799,25,X685.2_4.5
7940,-1,X685.2_6.5
6954,-1,X685.3_7.3
7187,-1,X685.4_8.1
2823,-1,X685.5_2.3
15689,525,X685.5_6.9
3215,-1,X685.5_9.4
5835,1269,X685.9_4.9
3805,-1,X686.1_3.7
31054,525,X686.1_7
5616,-1,X686.2_5.8
4236,-1,X686.2_6.4
4420,-1,X686.3_7.7
18759,1187,X686.3_8.8
17152,-1,X686.9_3.1
23554,-1,X687.2_4.3
22104,-1,X687.2_6.1
24566,390,X687.3_7.9
6829,-1,X687.4_5.8
4299,-1,X687.4_8.7
20731,476,X687.8_4.9
11015,222,X687.9_4.8
11142,354,X688.2_0.9
10419,109,X688.2_4
3682,-1,X688.2_4.1
7665,222,X688.3_4.5
4295,1940,X688.9_4.6
23275,476,X689_4.9
3851,547,X689_5.2
4080,-1,X689.2_3.6
27855,-1,X689.2_4
6747,567,X689.3_5.8
3022,-1,X689.5_4
3051,-1,X689.9_3.6
6114,547,X689.9_5.1
8937,-1,X690.2_3.6
5584,-1,X690.2_4
5895,-1,X690.3_5.5
1153,930,X690.3_7.7
7990,-1,X690.3_8.5
13549,-1,X690.4_6
8121,930,X690.7_7.7
5719,-1,X691.1_6
3332,514,X691.3_4.4
7310,-1,X691.4_7.7
3089,797,X691.8_4.1
11340,465,X692.5_6.2
6512,-1,X693_5.2
9734,2241,X693.1_4.9
4805,-1,X693.2_4.8
9634,-1,X693.2_5.4
888,-1,X694.2_5.2
3086,178,X694.7_4
4719,409,X694.8_5.6
3156,-1,X695_3
5988,-1,X695_3.4
2901,-1,X695_4.5
4759,-1,X695.4_5.8
1448,-1,X695.4_8.5
7767,3,X695.5_6.9
4522,-1,X696_3.1
6560,-1,X696.1_4.8
849,-1,X697_3
8572,-1,X697_3.8
15646,289,X697_4.3
5105,-1,X697.3_5.4
8686,1024,X697.3_7.8
5015,230,X697.4_5.1
8662,3,X697.4_6.4
8655,-1,X697.4_7
21710,410,X697.7_2.8
12075,-1,X697.7_5.7
21864,-1,X697.7_8.1
7894,-1,X698_4.3
8683,1024,X698.3_8
15513,211,X698.7_3.1
997,-1,X698.8_4.4
1480,-1,X699.1_6.4
24213,-1,X699.2_2.3
4948,5,X699.3_7.5
15650,230,X699.4_5.4
15583,-1,X699.4_7.9
20981,-1,X699.6_7.5
21068,-1,X699.7_2.2
13346,-1,X699.9_3.6
17078,-1,X700_8
16888,1280,X700.2_7.1
4799,-1,X700.4_2.8
16908,-1,X700.4_7.6
3906,-1,X701.1_4.3
6884,-1,X701.1_5.7
15433,-1,X701.2_3.6
15649,-1,X701.4_2.8
4096,-1,X701.5_3.9
4431,-1,X701.9_2.8
9096,-1,X701.9_4.8
3883,-1,X702.1_3.9
8575,-1,X702.2_4.3
9195,-1,X702.3_4.7
14587,105,X702.6_3.6
21895,-1,X702.7_4.8
5332,-1,X702.8_2.7
11409,2002,X703.1_4.5
10080,-1,X703.2_5
25487,-1,X703.3_5.7
12097,1155,X703.3_7.2
5686,-1,X703.9_4.3
9160,-1,X704_3.1
5966,-1,X704_4.2
5905,-1,X704_5.2
15386,-1,X704.3_8
12482,930,X704.5_7.8
13259,2447,X705.1_3.3
8966,83,X705.3_4.3
12269,-1,X705.3_7.4
11187,1851,X705.9_3.3
952,-1,X706.1_5.8
13473,-1,X706.8_6
16787,912,X706.9_2.4
15855,-1,X707.2_3.5
22081,-1,X707.3_6.2
1277,18,X707.9_4.6
22304,608,X708.3_9.2
14749,1523,X708.4_7.7
3209,-1,X708.4_8.5
8782,-1,X709.2_9.3
22749,486,X709.3_6.7
7866,-1,X709.3_8.4
7877,-1,X709.4_7.9
7219,1956,X710.1_4.8
19037,-1,X710.1_6.8
4716,-1,X710.8_3.1
11618,1956,X710.9_4.6
4149,-1,X711_3.4
913,409,X711.4_5.6
13508,-1,X712.6_2.7
11435,207,X712.8_3.6
11256,-1,X713.2_3.1
5852,-1,X713.2_4.1
6152,-1,X713.2_6
7331,-1,X713.4_5.2
6146,-1,X713.5_7.7
13180,-1,X713.9_2.7
7182,1174,X714.1_6
4809,1394,X714.4_5.1
1490,-1,X714.5_8
962,-1,X715.9_4.6
893,-1,X716.2_3.2
26803,-1,X716.2_5.6
4740,539,X716.3_5.8
6925,-1,X716.3_7
7994,-1,X716.3_7.6
20597,-1,X716.6_2.7
13236,-1,X717.2_4.8
7914,-1,X717.3_5.6
23176,-1,X717.4_8.7
9068,-1,X718.2_4.2
11105,-1,X718.4_7.9
16375,207,X718.8_3.6
16882,207,X719.3_4
7961,1472,X720.3_8.7
15381,149,X721_4.4
5158,-1,X721_5.3
3723,251,X721.2_5.1
11190,1472,X722.5_8.4
914,-1,X722.6_4.5
21447,-1,X722.6_4.8
17407,251,X722.8_6.2
10051,251,X723.1_5.9
4902,251,X723.2_6.2
13984,-1,X724.1_5.4
14123,251,X724.2_6.2
22236,-1,X725.6_5.9
3482,1774,X725.6_7.8
23503,1024,X725.6_8.4
20807,-1,X725.8_4.3
24049,-1,X726_3.3
954,379,X726.1_5.6
22552,-1,X726.1_7.6
15099,1774,X726.2_8
3163,-1,X726.5_4.6
20801,-1,X726.6_3.4
3194,379,X727_5.6
9850,-1,X727.3_5.1
1612,797,X727.7_4.3
24137,-1,X728.1_2.8
1727,-1,X728.4_4.4
12719,-1,X728.9_6
10607,105,X730.3_3.6
3548,-1,X730.7_4.5
14070,-1,X732.2_5.5
7988,-1,X732.3_3.6
20122,-1,X732.8_7.7
8033,-1,X733_3.8
4171,-1,X733_8
8719,236,X733.4_8.7
18287,528,X733.8_4.2
15706,105,X734_3.7
16760,257,X734.5_8.1
17024,719,X734.6_3
17487,105,X735_3.7
8023,2020,X735.1_5.2
5916,-1,X735.4_4.3
16383,257,X736.5_6.9
9035,-1,X736.7_3.7
11838,-1,X736.7_4.6
19427,-1,X737_2.6
10990,-1,X737_4.6
4035,207,X737.2_3.6
3644,-1,X737.3_4.7
15648,448,X737.3_6.9
4768,-1,X737.4_8
30315,-1,X737.6_5.8
5496,205,X739.1_5.1
30353,-1,X739.1_8.8
20708,-1,X739.6_8.7
11153,354,X741.2_1.3
4755,-1,X741.3_4.7
2863,-1,X741.8_3
3164,-1,X742.2_8.1
8067,-1,X742.3_7.8
4957,514,X743.3_5.4
16204,422,X744.4_8.5
20464,-1,X744.5_5.4
2869,-1,X744.6_5.2
12219,-1,X745_5.5
20187,-1,X745.3_6.1
21641,-1,X746.3_3.4
21194,-1,X746.3_4.9
7656,967,X746.3_5.4
21255,257,X746.4_8.1
12300,236,X746.4_8.8
8614,-1,X746.9_3.4
8456,25,X747.1_4.7
8529,361,X747.1_5.4
11103,-1,X747.5_3.7
22772,375,X747.5_6.5
8646,25,X747.8_4.1
4748,719,X747.9_3.3
20609,-1,X748.3_3.7
4001,25,X748.3_4.3
10491,1095,X748.5_7.6
3972,-1,X748.8_3.7
3847,509,X749_4.3
2712,-1,X749.3_5.2
11494,-1,X749.4_6.4
11495,-1,X749.4_6.8
31359,-1,X749.7_4.3
12121,-1,X750_7.1
4764,-1,X750.5_5.3
3833,223,X751.1_3.4
1016,509,X751.1_5.3
27963,-1,X752.8_7.7
9058,248,X753_5.9
5595,-1,X753.1_4.2
13246,1228,X753.8_4.3
8019,-1,X754.2_9.5
7789,251,X754.3_4.7
4723,-1,X754.3_4.9
21142,706,X754.3_6.5
5509,102,X754.8_3.7
7442,-1,X755_5.3
8903,25,X755.1_3.6
4736,-1,X755.2_5
17095,223,X755.4_3.8
21196,1187,X755.4_8.6
9679,1024,X755.5_8.1
17774,-1,X755.9_4
7979,-1,X756.2_5.5
6309,-1,X756.3_5.9
18835,-1,X757_8.3
14674,248,X757.1_5.2
22306,248,X757.1_5.5
24734,-1,X757.9_1.3
19274,-1,X758.4_4
13869,-1,X758.4_6.7
11333,-1,X758.5_6.9
18684,2467,X758.5_9.6
12550,-1,X758.8_4
3325,18,X759.3_5.6
8148,-1,X759.4_6.3
4896,-1,X759.5_6.9
6706,18,X760.2_5.6
7910,-1,X760.8_3.1
14101,-1,X761.1_3.1
9286,-1,X761.2_2.7
14443,868,X761.2_6.5
19009,-1,X761.3_6.3
16078,257,X761.3_8.5
22538,-1,X761.9_8.7
3311,-1,X762.2_3.1
22614,-1,X762.3_2.5
5811,-1,X762.4_5
3221,-1,X762.5_6.4
5964,-1,X762.9_3.1
11259,-1,X763.1_1.3
3709,514,X763.1_4.8
8418,18,X763.4_5.5
3416,375,X763.4_5.9
10808,-1,X764.1_9.3
1565,-1,X764.4_4.2
5245,-1,X764.5_3.7
8116,25,X765_4.2
15470,375,X765.2_5.3
21075,-1,X765.9_4
15552,-1,X765.9_5.5
4132,-1,X766_3.8
16752,-1,X766.5_4
13338,-1,X767.1_4.7
11802,-1,X767.2_3.9
13272,-1,X767.4_8.5
1134,-1,X768.4_7.8
11830,706,X768.5_6.8
11111,257,X768.7_8.5
6828,760,X770.2_4.5
987,-1,X770.2_7.2
1314,-1,X770.2_7.6
8776,-1,X770.5_8.3
10787,2414,X771.1_6.6
1146,-1,X771.4_8.3
10299,-1,X772.3_8.5
6469,-1,X772.5_5.3
20098,-1,X772.9_5.5
22871,-1,X773_7.2
8281,-1,X773.1_4.6
13387,-1,X773.2_3.6
10634,18,X773.2_5.9
10295,947,X773.2_6.2
13311,-1,X773.5_3.8
20827,25,X773.5_5
20904,2241,X773.6_5.3
6504,-1,X774.5_5.3
13439,-1,X774.5_7.6
7943,-1,X775.1_5
18749,-1,X775.8_8.1
17980,-1,X776.4_6.4
4248,-1,X776.5_4.2
15081,-1,X776.7_4.7
4213,-1,X777.1_4.1
4275,-1,X777.2_3.8
6161,-1,X777.4_5.8
18865,-1,X777.7_3.7
7931,-1,X777.9_3.1
8483,-1,X778.2_5.8
8493,-1,X778.3_5.5
12079,577,X778.3_7.1
2847,-1,X778.5_3.6
2761,1095,X778.7_8.4
5844,-1,X779.1_3.7
3716,-1,X779.2_6
8190,-1,X779.4_4
12513,-1,X780.1_3.7
3763,-1,X780.1_4
8391,1408,X780.2_4.8
